timestamp,reviews,rating,sentiment
2023-10-06 08:27:44,"Type the code CFMEMGFU to the sign up box to get a 20% discount on your trading fees forever. Binance also offers a $100 coupon for all new users. These will make every trader save a lot during their time at Binance. Hope it brings good luck too. 🍀  

Binance is the world’s biggest exchange with no doubt. They operate on a different level. Fees could be lower but looking at the services they offer, they deserve it. 

Stay safe, turn on 2-FA and take care!",5,very_good
2021-03-23 12:10:36,"Uso a Binance pela quantidade de criptos que podem ser negociadas, no entanto acho uma plataforma nada intuitiva, apresenta alguns bugs principalmente na hora de gerar ordem de depósito. Isso que uso a versão lite.",4,neutral
2021-01-25 16:53:04,"estou decepcionado, tomem cuidado!! depositei 1000 BRL, via pix, ja faz mais de 48 horas e ainda nao foi creditado saldo na minha conta, mando e-mail e pedi o suporte, sem nenhuma resposta até agora!! Caso meu problema seja solucionado, altero minha avaliação, estou no aguarde do contato Binance!  I'm disappointed, be careful !! I deposited 1000 BRL, via pix, it's been over 48 hours and no balance has been credited to my account yet, I send an email and asked for support, with no response so far !!",1,very_bad
2023-07-12 11:20:02,"Nota 10 para a plataforma por sempre ser rígida em questão de segurança, sou comerciante na binance, a estou a 6 meses já, movimentando um alto volume por dia, pra quem diz que é golpe isso é mentira! Só cai em golpe quem é besta, parabéns para todos do time binance!",5,very_good
2021-01-13 14:00:03,"Porcaria de aplicativo, na hora de fazer depósito levam questões de minutos para a confirmação. Porém para o saque nada, estou há mais de 24 horas esperando meu dinheiro entrar no banco e nada. O pior, além de não saber quando vai processar, esse chat não funciona. Tentei por duas vezes ( a primeira por duas horas e a segunda 2:30 horas aguardando) e chegando minha vez a conexão cai. Estou com meu dinheiro perdido, sem poder utilizá-lo dependendo dessa empresa me devolvê-lo .",1,very_bad
2020-10-21 03:01:29,When I requested a withdrawal you didn’t show me the gigantic network fee you selected automatically! What a surprise!!! SHAME on you.,1,very_bad
2020-05-26 14:00:00,"A última atualização ficou mt confusa.. se tornou mais difícil acessar as ordens abertas e ordens executadas.. sem contar que foi criada a nova aba “futures”, sendo que nem uso ela.. prefiro a versão anterior!!",1,very_bad
2021-02-19 18:54:48,"After updating the app, all my cryptos disappeared from my account...
Can’t reach the tech supprt ‘cause isn’t available.",1,very_bad
2021-02-01 17:45:29,Fiz 5 transferências pelo PIX ontem e só chegaram as 2 primeiras. Nem sei se irá chegar.,2,very_bad
2019-11-07 13:37:30,"É a melhor exchange do mundo na minha opinião. Mas é inaceitável a política de validação de documentos. Chega mesmo a ser incoerente. Enviei duas vezes e até então não consigo aprovação.
Sou estrangeiro residente enviei o documento de residente do Brazil não foi validado, o passaporte também não foi validado. Preciso de ajuda com esta situação. Preciso operar.",1,bad
2021-05-20 19:57:54,"Entrei na plataforma, fiz pix de 1000 BRL, não entra na conta para, já contestei , não tenho reafirmo ou canal de contato com a plataforma , não recomendo seu uso",1,very_bad
