timestamp,reviews,sentiment
2023-05-06 09:39:35,Impossível concluir a validação se o app não processa a foto tirada. A foto do documento fica estagnada e não vai pra próxima etapa de jeito nenhum. Mesmo com uma bom foco. É fica difícil. Ver se resolve rápido esse bugue ou vão perder clientes.,very_bad
2023-05-04 03:26:58,"Eles incentivam o uso da rede KCC, colocam um informativo em outro idioma, fazem transferência para redes que não suportam e você pede seus tokens. Até hoje não consegui recuperar.",very_good
2023-05-12 13:05:17,"Instalei para fazer um teste quanto a segurança da corretora, para fazer depósito foi excelente, mas para fazer o saque do dinheiro, simplesmente péssima, até hoje o Ted não caiu na minha conta, e já entrei em contato com a kucoin que me informou que o Ted foi feito, porém na minha conta ainda não chegou, fazem 9 dias.",very_bad
2023-04-29 14:25:04,"Não consigo fazer a verificação de jeito nenhum. Já tentei várias vezes em vários dias seguidos e nada. Não tem quem resolva também, primeira experiência tá sendo horrível",very_bad
2023-04-18 21:59:41,"É praticamente impossível concluir a verificação de identidade tanto no app quanto no site, e diante desse problema tenho que classificar essa corretora como a pior de todas",very_bad
2023-05-05 00:51:40,"Aaah!!!! Não , Google altenticador troca isso eu não consigo usar isso mais no meu telefone eu perdi a senha não consigo logar como vou sacar meu dinheiro AFF fiquei completamente descepcionado depositei pra ganhar e não ganhei nada propaganda falsa..... Desinstalando :-(",very_bad
2023-01-03 11:08:56,"Na minha opnião a melhor exchange, não tenho o que reclamar de nada, uso à 2 anos, para quem realmente sabe fazer trade, vê ótimas oportunidades em ganhar dinheiro, tem vários tokens que dão retornos maravilhosos todos os dias, fora as gemas que multiplica seu capital várias e várias vezes. Super indico!!",very_good
2023-04-26 15:14:24,"Por hora aparentemente está funcionando bem, obrigado ao suporte pela resposta rápida, qualquer alteração volto postar..",good
2023-04-30 07:42:55,"Voltei para corrigir minha avaliação depois que vocês validaram minha conta bancária ficou top, transferência, saque, tudo ótimo fácil de interagir parabéns merece 5 estrelas.",very_good
2023-05-02 05:04:16,"Nao Consigo realizar a verificação de conta pelo computador e pelo Celular, precisamos da Solução desse Problema o mais breve.",bad
2023-04-13 20:42:35,"Não abram conta nessa corretora, O deposito via pix não cai e o suporte e péssimo, estou a várias semanas aguardando o depósito via pix na conta e nunca caiu . Já entrei em contato COM o suporte o mesmo falou que o dinheiro ja estava na minha conta mas nunca caiu. Corretora picareta.",very_bad
2023-03-31 14:25:53,Atualização ficou ruim. Tiraram o valor monetário do TP/SL dos futuros.,neutral
2023-01-15 02:46:56,"Os robôs finfinit grid deveriam am ter a opção de retirar lucros ganhos para q o players aumetacem suas posições adicionando maior margem no mesmo tivo, infelizmente metes não dá tem, você é obrigado a encerrar o grid e ter que abrir novamente porém dependendo da voltilidade o valor pode ser bem maior q o iniciado anteriormente",very_bad
2023-03-14 10:18:18,"Depois desta atualização do dia 13/03/2023 Não funciona mais o aplicativo aqui no meu Galaxy S20 Ultra... Clico no aplicativo e não acontece nada... Já desisntalei e instalei novamente, mas não resolveu.. Favor verificar.",very_bad
2023-02-18 16:19:15,Não consigo fazer pix a opção tá inponível já fiz verificação de identidade só que não e isso desse jeito acaba deixando de usar essa corretora por dificuldade de fazer depósito tem a corretora nova dax que e tão fácil de fazer pix. quando ser mais fácil voltarei a usar a kucoin,very_bad
2023-04-20 07:32:05,vive dando bug no meu celular; não abre a página para fazer negociações; e nao consigo fazer movimentos simples assim fica difícil,very_bad
2023-06-13 14:04:01,"O App é muito bom, a taxa de saque é bem pequena, você pode investir quase que qualquer valor, diferente de outras Exchanges. Apesar de valores pequenos darem um lucro menor ainda assim é um ótimo começo para quem quiser ganhar um dinheiro no futuro. O único problema é que as moedas listadas costumam ser muitas das vezes SCAM dão lucro? Sim mas é arriscado, então gostaria de pedir para que coloquem moedas que tem mais valor como a Binance e a Coinbase fazem.",good
2023-05-08 00:39:44,Péssimo não funciona! Verificação sem êxito!!!,very_bad
2023-05-17 16:06:50,"Olá eu tenho uma conta no seu App, mas não consigo acesso. Não consigo acesso pelo sac e nem no contato. O que faço?",very_bad
2022-08-19 18:07:23,"Um ótimo app, com várias funcionalidades bem intuitiva, além do suporte para minha região quando tenho uma dúvida. Minha sugestão: colocar um dashboard do usuário, onde podemos ver a evolução dos novos investimentos. Outra: ter mais conteúdos dentro do app em português, isso ajuda para quem tem dificuldades, o app já tem algumas coisas, mas seria interessante ter ele completo.",good
2023-01-14 22:14:26,"App horroroso, suporte não tem português. Pra quem tá iniciando, aplicativo é péssimo. Muito burocrático. Esse kucoin é ridículo!",very_bad
