timestamp,reviews,rating,sentiment
2023-07-14 16:48:51,"In this cryptocurrency trading, forex, or stocks trading differently, from blocking withdrawal to overcharging the trading fees or commissions. Either way, the loss can be permanent if you don’t take a quick step to dispute the transaction and get restored. 

Whenever the chargeback process doesn’t work with your bank, involving technology of AllbonaTech is the most viable option. The technology services focus on withdrawal of hidden denied assets and all other types of reclaims.

There are various investment recovery companies, but you need to ensure that you hire a legitimate one. They must have extensive background in handling binary options scams. You need to share your financial account information with filing a complaint with AllBonaTech technology, you should choose the more reputable and credible one of which is AllbonaTech as I have done too. Technology is one of the best right now with a very high recovery rate. They are also very swift in getting back your funds. So, you need not wait forever before getting back your funds. You can search them up on google to reach out to them.",5,5
2021-08-12 06:20:19,"Being the largest crypto exchange platform while having the WORST customer support team with horrifying experience. I am a legacy user since 2018, and the account is restricted with several thousand dollar in it. Contacted support three times, each time transferred to a “specialist” with no follow up at all. Submitted ticket, with no avail and no real person attends to the case. Seems like luring you in and not allowing you to withdraw is their business model. Run away from this hypocritical service as fast as you can, or find a better alternative.",5,1
2023-05-24 00:13:10,"I have been using Binance for a little bit, even promoting it on my website. I made a serious purchase a couple months ago of about 2-3 Bitcoin, about $50k, along with my partner who also spent about 50k, so 6 figures total. When the transaction was made, the money was transferred out of our bank accounts, but no Bitcoin was added to the wallet. We waited 3-4 days for the transaction to go through and nothing. We started contacting and found out that our money was sent, but our Bitcoin was being withheld for no reason. There was no reason this should’ve happened since we bought it through the app especially for longer than a week . We were communication with a middle man for months trying to figure out why our Bitcoin was not being sent to us and all we got were excuses saying they were trying their best and that we were being rude. We stopped using Binance on our website and they got upset with us saying that it was unnecessary and that they don’t understand why we would stop using their services. Been about 6 months and still no word. Our money is long gone and if you use this app to purchase more than a couple hundred dollars worth of tokens, they will take your money as well.",1,1
2021-04-11 18:25:51,"The only thing good about the app is it’s interface. If I didn’t have this one problem I would be obsessed with the app. The customer support is basically non existent. You have to submit a ticket if you have an issue, but don’t express a response. I’ve attempted over 300 times to purchase crypto directly and deposit money to my account, and only TWO times did I find success. I was allowed two times to purchase crypto directly from my linked bank account. I’ve deleted and add my bank 100 times, that doesn’t work. I’ve submitted multiple tickets. No response. I’m transferring the very little crypto I was allowed to purchase to a wallet and I’m switching over to another app.

It’s very upsetting because the app offers a variety of crypto and low fees. The only thing I can’t do is purchase the crypto. It seems like a lot of people have this problem so I wonder how they even make money. My recommendation: get a better customer support, or fix the issue that everyone seems to be having",2,1
2023-06-15 10:57:52,"Got an email last week saying binance is shutting down USD withdrawals due to the SEC suing them. We have until the 13th to get our withdrawals in. I deposited my ADA from a wallet and sold it on the 9th. Received my confirmation email immediately and clicked the link on it. “Pending” for several days.

This morning, it’s listed as “failed.” It’s now past their cutoff date and I have nearly $500 stuck in their account. I reached out to chat several days ago to confirm the withdrawal was going to be okay and was told there’d be a high wait time and I’d get a notification on my phone when an agent was available. I never got anything until early, early, early this morning while I’m asleep I get an email notifying me an agent has been trying to reach me. They closed the chat. Still no notifications, they just left me in the dark all weekend while they ran the clock so they wouldn’t have to give me my money.

Binance is a scam operation and they deserve whatever lawsuits come their way.",1,1
2023-10-29 05:50:41,"In light of the stifling siege that Gaza is suffering from, the cutting off of electricity, water, food, and fuel, and the interruption of the Internet and communications, the Binance platform stole the money of the people of Gaza, as it froze more than 12,000 accounts of simple people who had put their money on this platform in the hope that they would help themselves, and with At the beginning of the Israeli aggression on Gaza, Binance published lies that these accounts were for “Hamas” in order to share with the Israelis their well-known lies to facilitate the theft of Palestinian money.
Under the pretext of enforcing the law, Binance is asking those who want their money from the platform to contact the “Israeli police” that kill innocent civilian women and children in Gaza, this police that was established after stealing the land of Palestine and stealing their rights.
We ask every free person to boycott this platform, and we also ask every free person competent in the law to file an official complaint on behalf of the oppressed residents of Gaza who are subjected to genocide.",1,1
2021-05-05 17:13:25,"I’ve been trying to buy crypto for a while now I created my account and sent personal verification and I’ve been waiting literally weeks for this to be verified. I had a few crypto stocks I wanted to add huge investments to but could not even buy them due to my account not being verified, I tried to contact customer support and they have an automatic set up you can’t contact them through email, and filing a ticket doesn’t even matter because they won’t get back to you. To top it off they do not have a phone number to talk to an actually person, if you use the app and have this same issue, I’d advise not to call any of the number google or the random websites say is Binance’s phone number they’re obvious scams. I deactivated my account and deleted the app and told my friends about my experience if I get a response back describing my situation to help me understand what happen along with a phone number or actually non-automatic email I’ll change the review.",1,1
2021-11-16 14:47:55,"Unfortunately the mobile app has recently changed regarding the drawing of trend lines. This app was absolutely fantastic to draw trends, change past drawn lines and being able to see approximately the date of intersecting trends. There was no announcement of the update/changes and I want Binance to read this feedback so as to change things back to what they were. The app was a well deserved 5 star rating but now it is not as helpful as it was. 
Even on stochastic indicators, trend lines and cursor could be dragged over to see values of RSI, KDJ and so on easily, user-friendly like no other app. 

Kindly correct this easy step to assist the functionality of your trading app and provide your customers with an experience that can’t be beaten by your competitors. Thank you",4,3
2021-06-17 03:22:32,"When markets move in a favorable direction many users reported their accounts locked. Check Twitter for details of customers begging to get their accounts unlocked. I’ve been a Binance customer since 2017, already authenticated, and verified multiple times. My account was locked  from February through May 2021 on both Binance and Binance US. Magically, my accounts were unlocked after market took a steep dive. Binance, virtually offers no customer support, no phone to call, no follow up email. You will only get an acknowledgment email to confirm that customer support received your complaints.  I tried hundreds of times without a response. I moved to my accounts their main competitor. FTC needs to jump in and regulate.

Check the reviews, too many users have similar experience. Binance uses our Crypto to trade for their own benefit, could explain locked accounts. Cheats. Doesn’t make sense this app received more than 2 stars review.",1,2
2020-06-07 21:21:03,"The exchanges GUI is cluttered. I end up touching something I didn’t mean to touch because all the buttons are close to each other. I understand they want this to be user friendly by placing everything in the open so nothing is hidden but it just makes everything messy. Add menus and you can free up space on the GUI. It’s hard increasing and decreasing price of coins we are selling in the exchange without hitting something else and causing the screen to swipe. Same goes for the amount buttons to increase and decrease the amount of coins we are selling and buying in the exchange screen. 

Also id like to be able to see market/price history on the buy/sell screen so I can see how much a coin was being sold for last month as I’m pricing it for selling without having to change screens and go to the other market tab to engage prices. 

Oh and most importantly there should be a note when selling coins that there’s a bare minimum of .1 before we go to sell our coins. I wasted time setting up a coin to sell just to find out afterwards I didn’t have enough coins to sell which wasted minutes of my time. So minimums and other rules should be made visible at all times. 

Other than that it’s a good app. 4 stars.",4,4
