timestamp,reviews,sentiment
2021-04-22 01:41:52,我是看它上市了，充了175块美元进去感受一下的。现在说说我的感受，各方面都太差！界面太low，只能现价买卖，不能填限价单。最最重要的是费用太黑买收钱，卖收钱，提款也特么收钱！难怪一上市自己就变现！这样的垃圾准备做空它！！,very_bad
2021-10-05 02:40:01,發生啥事呢？也差不多一个月了，總説發生鏈接問題，試過關機，重啟，退出再登錄都是説發生鏈接問題，怎么回事呢？怎么了？？？,very_bad
2021-05-02 18:00:48,很好用。界面非常简单，存取方便。最重要的是公司上市了，合法合规，不会像一些交易软件，卷钱就跑。币安和火币在马耳他还要什么上注册的，火币作为某国的那啥，懂得都懂，不必多说。。。,very_good
2021-05-10 14:41:44,不知道为什么今天一下子就登陆不了了 而且一直卡在身份照片这里，完蛋了，钱都在里面，这下估计要泡汤了。。。还好只是虚惊一场，已经顺利登录！,very_bad
2021-12-07 07:02:34,都实名认证了身份证😕，怎么不能舔加支付呢？？？显示地区不能用？怎么这coinbase APP不是国际化版咩？都破1千万人数了，只接收比特币吧了。要是能接收个种币币类就完美🌍。版本不太行😕😕😕,very_bad
2021-11-22 09:12:05,为什么要我验证身份上传了身份证也没有接受验证 点击添加支付方式 只出现空白页 要怎么验证支付方式 刚开始储存了一些coin 真是垃圾 要人家验证 也没有准备好自己的软件有没有问题 乱叫人验证 现在要接收一点Coin 结果这个软件要人验证 接收不了付款 被拒绝了,very_bad
2023-04-19 01:51:16,为什么新加坡用户无法添加银行账号呢,very_bad
2023-02-28 08:07:02,一直在接受条款那循环，这是什么垃圾APP,very_bad
2023-06-08 16:15:44,登录就被封，什么意思啊，举报你,very_bad
2021-02-04 03:03:59,就在不停的确认二次密码 跟本就登不进去，更新有毛用!!!垃圾 收费贵 服务烂!,very_bad
2021-02-06 21:08:08,简单，功能全。如果再能有些金融知识的多语种版本就更好了👍,good
2021-09-05 09:24:01,钱包绝对是好的，也能接收币，就是发送币的时候还要跳转交易市场认证…不适合大陆帅哥美女使用,very_bad
2020-04-17 20:54:14,"需要把虚拟货币 变现 可以用 火币，在Google市场下载就有！ 4y4a5是邀请码, 一定要写邀请码不要空着, 不写没有手续费返还。火币一上线就使用从来没变过,不得不给一个5分,不仅是中国的顶级优秀应用，也是世界交易所的优秀应用。服务器在国外很安全,建议大家购买主流货币 BTC HT ETH。请大家注意。我是高级会员，填写我的邀请码手续费会减少很多！",very_bad
2021-10-24 17:59:16,一直没法注册，就出现连接问题 ，大家可以放弃下载了，客服只会叫去网站 help ，不会做系统 就别做 。。,very_bad
2018-12-08 06:46:28,中国大陆这么好的市场，居然注册邮箱验证和手机验证不能通过……还玩个毛线。,good
2021-07-26 17:13:10,不太好，现金存进去了要二十几天才能提现，其他的软件一个星期就可以提现的,bad
2022-08-17 06:28:09,无法添加中国借记卡，添加卡号的位数不够，卡号剩下三位数无法输入进去！,very_bad
2021-09-17 09:28:10,为啥我的交易页面+全部显示连接问题？已经连续5天了。 垃圾app,very_bad
2021-05-14 17:01:16,太烂了，现在更新了连账户都进不去嗨我里面的全部泡汤了。。买卖也不可以用，等了半天还是买卖不到，只有进去没有出款。干！！,very_bad
2021-05-06 02:06:29,一分都不想给，光收黑钱冲750 收28手续费剩下722，涨了7%卖掉收10块剩715，提现收手续费10块，剩705，合着涨幅在40%一下就等于再给平台做慈善。我曰你仙人,very_bad
