timestamp,reviews,sentiment
2023-04-17 23:44:26,"só pode ser brincadeira ne, faz um mês que tento acessar minha carteira , os dados estão perfeitamente corretos e o aplicativo ficam em um loop , pedindo para eu logar , isso é frustrante vendo que aparentemente só eu estou tendo esse problema, gostaria muito de uma solucao para meu problema e uma explicação plausível para isso.",1
2023-04-19 18:16:06,"Achei que a experiência com a Coinbase seria excelente mas só me decepcionei. Enviei algumas criptos via Falcet de mineração para testa o aplicativo já de cara o me decepcionei pois ao fazer os requisitos de verificação de ID o app falha miseravelmente. Estou a dias tentando fazer e não consigo envio tudo certinho mas o app sempre diz que não foi possível verificar embora eu tenha recebido um email dizendo que foi concluída, o suporte deles é péssimo. Resultado as criptos estão lá presas.",2
2023-05-07 21:17:40,"Cuidado ao clicar em Coinbase One. Passa um mês e é debitado 24,99 euros. Ou seja não se é avisado com antecedência de pelo menos um dia se queremos continuar e o lançamento na nossa conta fica sem informação até sacarem o dinheiro. Fiquei a saber porque questionei o suporte. Ou seja mandam informação para todos os movimentos e este nada! Nem na aplicação aparece nada!",1
2023-06-08 13:05:29,"O app em si é muito bom o problema é na hora de enviar os documentos, hj em dia os documentos são todos digitais e o app não acompanha junto pois não tem uma aba para enviar a CNH pelo PDF, da uma atualizada aí nesse ponto ninguém mais usa CNH em papel no Brasil tudo é digital",2
2023-04-02 01:57:43,"Comecei a usar o app hoje, enviei criptomoedas, vendi e já saquei. Tudo muito fácil e rápido, gostei muito. E não tem aquelas taxas que outros apps cobram. Se continuar assim, vou continuar usando. A verificação de identidade também foi rápida.",5
2023-04-24 02:08:26,"Chega a ser revoltante e um tanto quanto humilhante seguir a etapa de confirmação de saque, a pessoa que teve a ideia ""genial"" de usar uma etapa de verificação fora do app, merece uns aplausos na cara! É desgastante o processo falho e repetitivo, que é extremamente falho, recebo vários SMS, e a falha insiste.",1
2023-05-11 01:07:06,"Eu tinha R$ 70,00 na Coinbase, passei uma semana tentando enviar e receber ativos e não consegui, enviei documentos várias vezes, atualizei meus dados e não obtive respostas ou aprovação. Resumindo, fechei a minha conta, não uso mais Coinbase, é muito descaso com o usuário!",1
2023-03-27 13:59:25,"Tá horrível, não consigo fazer login, o número de verificação do telefone chega eu coloco, depois clico pra entrar e sou direcionada pra página de login novamente, aff que coisa chata 😤 tentei várias vezes e sempre acontece a mesma coisa 🤦😮‍💨",1
2023-04-03 04:39:13,"🇴 🇬 🇴 🇱 🇵 🇪 🇪 🇸 🇹 Á 🇦 Í, 🇨 🇦 🇮 🇶 🇺 🇪 🇲 🇶 🇺 🇪 🇷 . Se houvesse como, não daria uma estrela se quer. App absurdamente ridículo e estelionatário!! Te orienta usar o wallet (onde também não se encontra moedas), cobra só para compra uma taxa de pelo menos 2,5% do montante. Melhor e mais barato comprar e vender pelo Nubank, Mercado Pago, PicPay, entre outros.",1
2023-04-12 16:07:38,"Pra atualizar a carteira,o cliente tem que ler o termo e condições da empresa,já li e reli e aceitei os termos,depois quero acessar a conta,eles não liberam a conta e mandam vc ler novamente,enfim não são de confiança, entrei em contato com eles,não respondem com clareza e mando o cliente ler e reler os termos novamente,não estão convencidos que o cliente já leu e sabe os temos da Coinbase.Perda de tempo,não querendo nem mostrar a carteira,vc nem sabe quanto tem de saldo.",1
2023-03-31 08:52:45,"Deixei de receber os juros de APY nas minhas cryptomoedas há uns dias, sem justificação. A vossa plataforma para upload de fotos para resolver o problema está sempre a bloquear no telemóvel e portanto o problema continua por resolver. E não existe um e-mail de apoio.",1
2023-05-14 12:35:51,"Nao existe telefone e chat para atendimento, a única forma de resolver problemas é por e-mail. Quero cancelar valores que estão em Staking a mais de 30 dias, já foi solicitado via aplicativo já encerrou o prazo de 23 dias, já mandei mais de 6 e-mails solicitando encerramento imediato e as respostas são sempre as mesmas dizendo que estou elegível para Staking mas não quero estar elegível pois quero ENCERRAR meus STAKING EM ATOM imediatamente e ter meus valores disponíveis para negociação novament",1
2023-04-21 15:44:18,Não existe um aplicativo mais ruim que esse não. Toda vez pra entrar é uma dificuldade viu. Cancelando a conta aqui. Não compensa. Binance não tem esse problema.,1
2023-02-22 22:11:09,"Espero que os diretores da empresa possam um dia conseguir atualizar essa corretora, cartão de crédito e algo muito do passado,outra coisa que os diretores precisa prestar atenção e que existe muitos tokens que aparecem no sistema mais não são negociados na plataforma isso e algo que acaba com o investidor se não e negociável então porque aparece no sistema isso precisa ser atualizado para que a corretora possa ser mais competitiva no mercado.",3
2023-03-17 09:51:21,"Parece ser um bom app, mas não consigo acessar. Desde quando instalei, há uma semana, quanto tento acessar o aplicativo aparece a seguinte mensagem ""Estamos com problemas de conexão, tente novamente mais tarde"". Simplesmente horrível!",1
2023-04-15 02:04:03,"Não consegui fazer a verificação dos documentos e o aplicativo é inútil não serve pra nada, esperava mais. Experiência frustrante pra o usuário.",1
2023-04-16 03:13:51,"Não consigo aceder desde esta última atualização porque o e-mail ou password não estão correctos, através do browser consigo entrar na minha conta sem problemas",1
2023-06-13 23:17:47,"Fiz depósito, tudo certinho. Agora não consigo sacar o dinheiro. Fica dando erro na hora do saque pix. Pede verificação SMS. Coloco o código E simplesmente da erro. Perdi dinheiro, muito triste.",1
2023-05-20 12:59:21,Não abre o app e tenho ativos lá. Tá tudo ok até a autenticação em 2 fatores chega código e tudo mais não abre. Resolvam o aparelho e redmi note 11 Myu 13 Oque falta pro programadores resolverem quero investir nos meus ativos e não posso,1
2023-02-18 03:57:11,"Atendimento péssimo! Não consegui entrar na minha conta porque não tinha acesso ao meu número antigo, mandei fotos dos documentos e tudo e foi verificado! Continuo pedindo o número antigo! Mesmo eles falando que eu tinha 24 horas pra fazer a alteração do número! Onde dá 0 estrelas. E eu tenho cliptomoedas nele.",1
2023-04-01 17:01:16,"O app trava quando vou tirar a foto do documento, e sem isso o app não serve pra nada. Porque nenhuma transação é autorizada",1
2023-04-03 19:21:47,"É péssimo esse app, estou a 3 meses para informar meus dados básicos, e toda fez da erro. Abri um monte de chamado e não resolvi!",1
2023-05-15 16:15:14,"Quando resolverem meu problema via email, eu talvez suba essa nota. Se você está lendo esse comentário, e pretende usar a coinbase, corra enquanto tiver tempo, eles bloqueam sua conta do nada, eles prende o seu dinheiro nas transferências e deixam pendentes por duas, eles não tem um suporte adequado.",1
2023-01-20 12:00:26,"Pior app para crypto. Não há suporte e se caso você fizer uma transação errada, já era, perdeu seu dinheiro. Tentei enviar 50 reais para um email e simplesmente a grana não chegou e não consta nenhum tipo de comprovante. O dinheiro simplesmente sumiu e não há opção nesse caso conforme o suporte deles. Péssimo. Fujam disso enquanto há tempo.",1
2023-04-15 13:41:40,Podia mostrar o nome ou parte do nome das pessoas que eu já indiquei. Porque só aparece o meu link para convidar. Uso bastante essa e bitpreço.,2
2023-06-02 09:48:24,"1 estrela porque não dá para dar menos... Login em loop, não serve para nada desde as últimas actualizações",1
2023-06-12 00:47:54,"aplicativo muito travado, e taxas muito altas !É zero estrelas!! decepção total!!!😤",1
2023-05-28 13:07:32,"Desinstalei por um tempo, mas agora q tento entrar fica dando fallha ou na senha ou email. Sendo q eu tenho tudo anotado direitinho!!",1
2023-05-27 15:29:24,"Adicionem a ferramenta de câmbio dos preços das moedas em real, que nem tem no site.",5
2023-04-23 22:36:32,"Pensa a dificuldade pra fazer a verificação da conta, parece q eles não querem que vc use o aplicativo não é possível.",2
2023-01-03 14:03:56,"Depois que atualizou nunca mais consegui entrar pelo aplicativo quando clica em entrar ele redireciona pra página web solicita os dados e volta pro app, mas não entra na conta fica parado na página de login já fiz de tudo até desinstalei e instalei e nada. Por favor DEV'S solucionem isso.",1
2023-01-15 19:32:55,Não e mais confiável essa carteira. Simplesmente entro com o meu Login e Senha a tela fica branca e não consigo entrar. E não diz por que se e segurança ou alguma atualização ou manutenção. Tem outras opções no mercado.,1
2023-04-23 21:32:40,Se a operadora de celular falhar tudo falha? Aí não tem como acessar a conta de forma que a própria ia verifique? Até a ia do Google sair.,1
2023-05-12 13:41:18,"Umm aplicativo de 💩💩,não estou consindo entrar no app,digito o email e a senha me direciona para uma tela onde diz me manda um código no número do celular e nunca chega. Estou loka para tirar os meu dinheiro e sumir desse app.💩💩💩",1
2023-04-30 01:18:59,Recomeçou os problema 😠 antes da atualização o login estava entrando normalmente agora eu faço login e reinicia a tela do mesmo.,1
2023-04-15 05:58:44,Excelente Carteira ! ( Mas deveriam ter mais opções pra o Brasil ) • Deveria ter opção de depósito e saque para o BRASIL. • Poderia fechar parceria com Mercado Pago também.,4
2023-05-03 12:19:27,"Tentei fazer um pix pra essa conta e me veio a notificação de excesso de tentativas, vcs estão de brincadeira né? Tirando meus dados e excluíndo app, por isso a nota tão baixa... agora entendi",1
2023-04-17 22:54:05,Nao e confiável. Fui roubado por esse app. Recebi um valor e não me repassaram nem um centavo. Suporte não dá justificativa alguma. Roubada,1
2023-03-30 12:57:24,Não gostei tenho um pouquinho de Bitcoin na plataforma e não consigo tirar 😡😡sempre aparece algum problema,1
2023-05-08 16:40:28,"Dei cinco estrela ão instalá, agora que estou utilizando dou uma, até para atualizar os dados cadastrais tá sendo uma luta.",5
2023-02-27 14:58:20,"Na minha outra avaliação tinha dado uma estrela, nessa estou dando 5 estrelas, o app está ótimo, acabaram os bugs e agora temo a opção de sacar por pix! Ótimo app, espero que continue assim, sempre melhorando e facilitando nossas movimentações no mercado de cripto!",5
2023-01-09 02:00:19,"A negociação avançada é bastante má. A app da coinbase pro era muito melhor, mais prática. Tenho pena que nao possa mais usar a pro. Deveriam deixar as pessoas utilizar a coinbase pro novamente. 😒",2
2023-01-13 20:32:45,"O APP é ótimo, mais não estou conseguindo cadastrar meu cartão para realizar as vendas... Fiquei muito decepcionado por não poder vender minhas moedas e agora todo meu investimento vai ficar lá preso sem forma de sacar.",2
2023-02-12 01:00:49,"Ótimo aplicativo, fácil de usar 😎😬 Porém a desvantagem é que não pode negóciar nele, apenas receber e enviar. Deviam organizar o gráfico pra poder negociar⚡💪",3
2023-03-02 17:27:52,"Aplicativo muito complexo e coloquei o dinheiro nessa maldita corretora e ela prendeu com conta bloqueada pra transação, Engraçado que para pegar o meu dinheiro a minha conta está toda liberada mas quando é para usar ou tirar o dinheiro está todo bloqueado, não consigo fazer uma compra sequer",1
2023-02-24 22:13:36,Estou tentando verificar meus documentos desde o dia 23/02/2023 e só dá erro quero converter moeda e não consigo por causa de verificar documento. Estou insatisfeito! Mudarei a classificação assim que conseguir confirmar meus documentos,1
2023-03-14 11:15:19,Está travando e muito restrito ultimamente. Acho muito estranho aceitarem todos os tipos de cartões para compra e poucos para saque das criptomoedas.,2
